LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LHJMIDB2T9,31.0,53610.0,206211.0,604.0,48.0,1.0,14.09,36.0,0.64,High School,Full-time,Married,No,No,Business,No,1.0
6R4T8T04ID,21.0,91658.0,80571.0,836.0,91.0,1.0,23.4,60.0,0.2,Bachelor's,Part-time,Married,No,Yes,Home,Yes,1.0
92MTIHRUDO,20.0,135528.0,183534.0,560.0,53.0,4.0,8.27,48.0,0.74,Bachelor's,Part-time,Married,No,No,Home,Yes,0.0
YK9RY5K9LX,40.0,112418.0,87473.0,656.0,98.0,3.0,23.04,48.0,0.55,Master's,Part-time,Single,No,No,Education,Yes,0.0
ML4S3L2IBX,29.0,111039.0,81990.0,439.0,64.0,2.0,21.53,24.0,0.65,High School,Part-time,Divorced,No,No,Home,No,0.0
OSUDBHGETK,32.0,133697.0,150425.0,754.0,1.0,2.0,16.35,24.0,0.19,Master's,Unemployed,Divorced,No,Yes,Education,No,1.0
51WFB1C952,53.0,21000.0,120587.0,630.0,67.0,3.0,2.92,60.0,0.23,High School,Unemployed,Divorced,Yes,No,Other,No,0.0
VMGEWLG53T,49.0,45932.0,179091.0,616.0,8.0,4.0,19.61,12.0,0.38,High School,Self-employed,Divorced,Yes,No,Auto,No,0.0
AUXZGN4NGK,68.0,108692.0,73951.0,418.0,17.0,2.0,22.01,48.0,0.25,Master's,Part-time,Divorced,No,Yes,Business,No,1.0
0JHO5KPFA3,32.0,125485.0,77774.0,841.0,47.0,4.0,20.98,60.0,0.87,Bachelor's,Part-time,Single,No,No,Home,No,1.0
A0Y6GPASH6,21.0,47851.0,31655.0,394.0,41.0,2.0,23.19,48.0,0.58,Master's,Self-employed,Single,Yes,Yes,Auto,No,1.0
CZFUMWMIJP,50.0,40349.0,215142.0,321.0,20.0,2.0,23.53,60.0,0.26,PhD,Part-time,Divorced,No,No,Other,Yes,1.0
CAX6GZCQPB,56.0,117778.0,217291.0,442.0,41.0,4.0,21.88,60.0,0.43,Bachelor's,Self-employed,Single,No,Yes,Auto,No,1.0
LK6KDBILCS,27.0,60278.0,206653.0,467.0,53.0,4.0,24.96,36.0,0.68,Master's,Full-time,Married,No,Yes,Other,Yes,1.0
C6WLIQM7WI,55.0,118700.0,103328.0,414.0,38.0,3.0,6.57,12.0,0.76,Master's,Part-time,Married,No,No,Education,Yes,0.0
N81MGI5TAZ,39.0,122527.0,118095.0,552.0,56.0,2.0,14.9,60.0,0.14,Master's,Self-employed,Married,No,No,Education,No,0.0
IH7C1TGOZX,33.0,81810.0,234815.0,598.0,68.0,1.0,20.45,60.0,0.83,High School,Part-time,Divorced,Yes,No,Auto,No,1.0
5B4AMDP8RE,19.0,145507.0,70736.0,639.0,30.0,1.0,21.04,12.0,0.65,High School,Part-time,Single,No,No,Auto,No,0.0
RYWXJNFB8W,61.0,123778.0,78477.0,583.0,66.0,4.0,6.69,60.0,0.36,High School,Part-time,Single,Yes,No,Business,No,0.0
HAZCBG3JD9,67.0,56887.0,177555.0,795.0,7.0,2.0,12.26,36.0,0.51,Bachelor's,Part-time,Divorced,Yes,No,Home,Yes,0.0
UOC833AWTO,54.0,46180.0,237562.0,355.0,58.0,3.0,4.43,12.0,0.25,Master's,Self-employed,Divorced,No,Yes,Business,No,1.0
AXL71AKOJA,35.0,77164.0,29434.0,670.0,9.0,4.0,2.82,60.0,0.74,High School,Self-employed,Single,Yes,Yes,Business,No,1.0
TBNE034RG1,26.0,24267.0,219731.0,505.0,19.0,3.0,7.98,60.0,0.2,High School,Part-time,Single,No,Yes,Auto,No,1.0
KBOTLDWQZ2,51.0,28130.0,197122.0,674.0,61.0,1.0,9.4,48.0,0.8,High School,Self-employed,Single,Yes,No,Auto,No,1.0
GSKRRLPE72,22.0,74537.0,13957.0,546.0,106.0,4.0,18.22,48.0,0.66,Master's,Self-employed,Married,Yes,Yes,Education,No,0.0
2PA1K2E2VS,28.0,114311.0,237044.0,346.0,51.0,4.0,21.71,60.0,0.79,Bachelor's,Unemployed,Single,Yes,No,Other,Yes,0.0
Y2GCPXSLO4,19.0,25733.0,208232.0,508.0,103.0,1.0,19.92,36.0,0.84,High School,Self-employed,Single,Yes,No,Auto,No,1.0
53XA8JZUEH,31.0,28965.0,155287.0,371.0,86.0,2.0,18.67,24.0,0.11,Bachelor's,Part-time,Single,No,Yes,Education,Yes,0.0
0AU2SD8CKQ,22.0,34179.0,198694.0,543.0,9.0,1.0,20.87,36.0,0.6,High School,Full-time,Divorced,Yes,No,Auto,No,0.0
8DUZ7LE1IN,27.0,116612.0,203877.0,429.0,102.0,2.0,8.38,48.0,0.64,Master's,Full-time,Divorced,Yes,Yes,Auto,Yes,0.0
LE4V99OW9P,29.0,128869.0,219552.0,702.0,67.0,2.0,13.81,60.0,0.58,Bachelor's,Part-time,Divorced,No,No,Home,No,1.0
YO9WTVCW55,60.0,69794.0,155795.0,312.0,20.0,4.0,8.91,24.0,0.17,PhD,Unemployed,Single,No,No,Other,No,0.0
E6DPWVDY42,31.0,87938.0,224786.0,415.0,47.0,3.0,5.9,36.0,0.44,Master's,Self-employed,Single,No,No,Business,No,1.0
E51IZVDRJX,54.0,63293.0,216685.0,622.0,82.0,3.0,22.26,48.0,0.41,Master's,Self-employed,Married,No,Yes,Home,No,0.0
UIZN86LTMQ,25.0,96777.0,219423.0,831.0,37.0,3.0,4.45,12.0,0.21,Bachelor's,Part-time,Divorced,Yes,No,Business,No,0.0
AEOPP4WV8D,29.0,49031.0,53035.0,764.0,28.0,1.0,19.11,12.0,0.79,Master's,Full-time,Single,No,No,Other,No,1.0
6F0NCDMFHU,57.0,91907.0,81888.0,832.0,17.0,2.0,21.79,12.0,0.8,PhD,Full-time,Single,Yes,Yes,Other,Yes,0.0
XJNKM3JRK4,50.0,48855.0,135055.0,639.0,84.0,1.0,24.14,60.0,0.26,High School,Unemployed,Divorced,No,Yes,Home,Yes,0.0
CKE737PIJ4,39.0,33598.0,84214.0,576.0,34.0,1.0,21.63,36.0,0.32,Master's,Full-time,Married,No,Yes,Other,No,0.0
MDDKF8TD3C,24.0,33045.0,143373.0,466.0,64.0,1.0,15.39,24.0,0.18,Master's,Part-time,Divorced,Yes,No,Home,Yes,0.0
GQB30HGTU4,37.0,104075.0,31950.0,747.0,48.0,2.0,4.31,36.0,0.43,Master's,Self-employed,Divorced,No,Yes,Business,Yes,0.0
NZMQXIPODM,19.0,135480.0,27215.0,842.0,44.0,1.0,13.8,60.0,0.33,Bachelor's,Self-employed,Single,Yes,No,Auto,No,0.0
JMLW5N26TZ,45.0,33592.0,236197.0,339.0,10.0,3.0,22.34,48.0,0.57,High School,Unemployed,Divorced,No,Yes,Home,No,1.0
3A5ENTQHVW,42.0,30741.0,43961.0,398.0,83.0,4.0,18.31,48.0,0.32,PhD,Part-time,Divorced,No,Yes,Education,No,0.0
AZHWEOGQDR,52.0,19872.0,81286.0,831.0,24.0,3.0,19.79,36.0,0.32,PhD,Unemployed,Single,No,No,Business,Yes,0.0
BKC892LAAY,40.0,69431.0,116723.0,334.0,63.0,2.0,3.9,12.0,0.6,Bachelor's,Self-employed,Single,Yes,No,Other,Yes,0.0
TZN49OBSE2,30.0,103165.0,12005.0,786.0,25.0,4.0,15.82,60.0,0.43,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,No,1.0
PDP9GHTA13,34.0,22505.0,177499.0,474.0,54.0,3.0,20.38,48.0,0.38,High School,Self-employed,Single,Yes,No,Home,Yes,1.0
4LU7QJRFAV,36.0,123804.0,182256.0,501.0,97.0,3.0,20.28,36.0,0.62,PhD,Unemployed,Married,No,Yes,Home,Yes,0.0
8BQP1CHKJD,31.0,112601.0,158316.0,645.0,0.0,1.0,4.06,24.0,0.25,High School,Self-employed,Single,No,Yes,Business,Yes,1.0
44X5XPF919,48.0,110802.0,237421.0,583.0,12.0,1.0,10.04,12.0,0.28,Master's,Unemployed,Divorced,Yes,Yes,Business,Yes,0.0
LGMWHM1QJD,21.0,43685.0,225844.0,660.0,56.0,2.0,11.58,60.0,0.75,High School,Self-employed,Divorced,No,Yes,Education,Yes,1.0
WJOEABN241,57.0,125721.0,5833.0,383.0,102.0,3.0,7.22,12.0,0.66,Bachelor's,Full-time,Single,Yes,Yes,Other,Yes,0.0
AYJYURLEXJ,40.0,51088.0,135959.0,751.0,23.0,3.0,14.93,60.0,0.35,Master's,Unemployed,Divorced,No,No,Business,Yes,0.0
0S2HZSVKW0,36.0,70333.0,25630.0,409.0,26.0,4.0,10.43,36.0,0.41,Master's,Part-time,Divorced,Yes,Yes,Education,No,1.0
SG9B1EZPMC,60.0,51865.0,110322.0,816.0,98.0,4.0,5.21,36.0,0.7,Master's,Full-time,Married,No,Yes,Business,No,0.0
4MPYCB7MEU,18.0,59225.0,168480.0,388.0,18.0,1.0,18.01,48.0,0.29,High School,Full-time,Single,No,No,Business,No,1.0
KUW82T5VBF,28.0,43831.0,154540.0,492.0,8.0,3.0,22.51,36.0,0.72,High School,Full-time,Single,Yes,No,Other,Yes,1.0
5HALZM1CYO,40.0,66114.0,144257.0,763.0,7.0,2.0,9.75,48.0,0.21,High School,Part-time,Divorced,No,No,Education,No,0.0
ZXPPPG7R0S,42.0,26007.0,52820.0,419.0,94.0,2.0,18.34,36.0,0.73,PhD,Self-employed,Married,Yes,Yes,Other,Yes,0.0
VJX2DPK2E1,31.0,74177.0,152241.0,521.0,55.0,2.0,10.29,48.0,0.5,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,0.0
SSA3HSGU5N,58.0,29307.0,45848.0,667.0,44.0,4.0,10.01,36.0,0.84,Master's,Unemployed,Divorced,Yes,Yes,Auto,Yes,0.0
5PYBN6AIKO,25.0,17499.0,248650.0,389.0,15.0,3.0,14.54,36.0,0.23,PhD,Self-employed,Divorced,No,Yes,Business,No,1.0
L53CLW93EJ,42.0,36945.0,221966.0,805.0,15.0,2.0,6.12,24.0,0.48,Bachelor's,Unemployed,Married,No,Yes,Auto,No,1.0
Q7S4C25P87,65.0,28764.0,219129.0,727.0,1.0,1.0,8.84,12.0,0.3,High School,Part-time,Married,No,Yes,Other,No,0.0
XNAAEHE277,23.0,146105.0,153331.0,666.0,49.0,4.0,14.87,60.0,0.53,Bachelor's,Self-employed,Married,No,Yes,Education,Yes,1.0
IWRUHENF2E,60.0,31089.0,145095.0,803.0,108.0,4.0,10.9,36.0,0.56,High School,Full-time,Divorced,No,Yes,Home,No,0.0
YL726CP5S4,27.0,43157.0,215853.0,782.0,81.0,4.0,18.52,12.0,0.59,Master's,Self-employed,Divorced,Yes,No,Business,No,0.0
J9MJ37CO17,27.0,77541.0,221019.0,596.0,90.0,2.0,5.18,36.0,0.18,Master's,Part-time,Divorced,Yes,Yes,Other,Yes,0.0
IB5MSHMKME,28.0,35854.0,70446.0,632.0,26.0,2.0,10.68,60.0,0.84,Bachelor's,Part-time,Married,No,No,Education,No,0.0
C5KM9JZLGE,48.0,76724.0,105284.0,598.0,96.0,3.0,5.44,24.0,0.79,Master's,Part-time,Divorced,Yes,No,Education,No,0.0
J4ELGXB092,67.0,149320.0,188380.0,814.0,12.0,3.0,18.13,12.0,0.58,Master's,Full-time,Married,Yes,No,Business,Yes,1.0
91OKTSSAW7,41.0,57156.0,109996.0,650.0,106.0,2.0,6.56,36.0,0.82,Master's,Unemployed,Divorced,Yes,No,Auto,No,0.0
YPJJYIJ3ZL,68.0,125324.0,91520.0,630.0,20.0,2.0,6.07,48.0,0.83,Master's,Part-time,Divorced,Yes,Yes,Home,Yes,0.0
Q4HF6UY4TK,60.0,48067.0,235154.0,333.0,90.0,4.0,10.73,48.0,0.72,PhD,Part-time,Single,No,No,Auto,Yes,0.0
W8OR3ESPSR,32.0,129053.0,120954.0,614.0,41.0,1.0,18.7,12.0,0.59,PhD,Unemployed,Single,No,No,Business,Yes,0.0
ZT3OGYGOWM,45.0,90770.0,191074.0,331.0,102.0,2.0,20.84,36.0,0.15,Master's,Unemployed,Divorced,Yes,Yes,Other,Yes,0.0
EGYAARCTA9,43.0,53794.0,15843.0,483.0,10.0,1.0,10.65,12.0,0.77,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0.0
F79X6K9LCT,28.0,59574.0,235703.0,776.0,12.0,3.0,24.03,60.0,0.61,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,1.0
47LH1UDGAT,48.0,82923.0,18700.0,624.0,12.0,1.0,7.89,60.0,0.55,Master's,Full-time,Single,No,Yes,Auto,No,0.0
RB9CJLKRH2,22.0,61193.0,221934.0,326.0,0.0,3.0,20.45,36.0,0.29,PhD,Full-time,Divorced,Yes,Yes,Business,No,1.0
22LVTN5B43,55.0,46940.0,206802.0,560.0,74.0,1.0,15.66,60.0,0.76,Bachelor's,Unemployed,Married,No,Yes,Business,No,0.0
78V873EYEQ,50.0,93062.0,214031.0,551.0,33.0,1.0,20.24,36.0,0.52,Master's,Part-time,Single,No,No,Education,Yes,0.0
ZZUXFWRGP9,66.0,31923.0,185411.0,686.0,85.0,1.0,4.87,60.0,0.65,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,0.0
G5YS1E69S6,57.0,33884.0,49067.0,377.0,88.0,2.0,9.0,36.0,0.63,High School,Part-time,Divorced,No,Yes,Home,No,0.0
8XR6W7TA4M,32.0,46449.0,155127.0,484.0,16.0,1.0,7.39,12.0,0.38,Bachelor's,Self-employed,Married,Yes,No,Auto,No,1.0
5EHSA911SX,56.0,24321.0,43181.0,633.0,57.0,1.0,12.81,36.0,0.69,PhD,Self-employed,Married,Yes,No,Auto,No,0.0
Y9ZPP2DSSP,61.0,97582.0,152822.0,522.0,98.0,4.0,21.24,12.0,0.12,Master's,Unemployed,Divorced,No,No,Business,No,1.0
6PV9F4C5NE,27.0,22846.0,210486.0,559.0,88.0,4.0,10.1,12.0,0.59,PhD,Self-employed,Divorced,Yes,Yes,Business,Yes,0.0
P9ZO0TSK7Q,30.0,95250.0,118179.0,524.0,36.0,2.0,15.35,24.0,0.38,PhD,Part-time,Married,Yes,Yes,Education,Yes,0.0
90B73IC6K3,21.0,85846.0,64871.0,510.0,3.0,1.0,7.32,36.0,0.83,High School,Full-time,Married,Yes,No,Home,Yes,0.0
DWX5UR9Q8G,55.0,96478.0,244380.0,453.0,55.0,3.0,18.77,60.0,0.55,Bachelor's,Self-employed,Single,Yes,Yes,Auto,Yes,0.0
WH8SF1K4MU,29.0,60729.0,47552.0,395.0,15.0,3.0,18.92,48.0,0.56,Master's,Self-employed,Single,Yes,Yes,Education,No,1.0
TW4GN13R2E,68.0,84231.0,150321.0,336.0,104.0,2.0,11.2,60.0,0.26,High School,Full-time,Divorced,Yes,Yes,Auto,No,0.0
P0NB2S0GEH,52.0,134973.0,63404.0,748.0,22.0,3.0,10.12,60.0,0.37,Master's,Self-employed,Divorced,No,Yes,Education,Yes,0.0
7PF8KRRWRZ,31.0,114207.0,137607.0,817.0,118.0,3.0,18.03,24.0,0.27,PhD,Part-time,Single,Yes,No,Business,Yes,0.0
XE1COKSQU3,25.0,86098.0,54112.0,679.0,50.0,3.0,17.64,24.0,0.32,High School,Full-time,Married,No,Yes,Home,No,0.0
A0OXBBHU8A,33.0,102382.0,44821.0,574.0,16.0,2.0,4.55,48.0,0.72,High School,Unemployed,Married,Yes,No,Home,Yes,0.0
L15W64GM3V,45.0,53058.0,84383.0,659.0,29.0,1.0,12.61,48.0,0.28,Master's,Unemployed,Divorced,No,Yes,Other,Yes,0.0
M5QDGL3OCY,22.0,87520.0,191016.0,615.0,47.0,1.0,9.73,60.0,0.74,PhD,Unemployed,Married,No,Yes,Business,No,0.0
ZDV6IFVV32,24.0,101135.0,227198.0,368.0,117.0,1.0,15.35,48.0,0.66,Bachelor's,Self-employed,Divorced,No,Yes,Auto,No,0.0
KQYKXE52ZP,59.0,30500.0,121387.0,832.0,19.0,2.0,9.41,48.0,0.46,PhD,Self-employed,Divorced,No,Yes,Business,Yes,0.0
XADBACB2IC,43.0,146571.0,110953.0,577.0,23.0,1.0,21.61,48.0,0.48,Master's,Unemployed,Married,No,Yes,Other,Yes,0.0
HVSMT6F46D,65.0,78384.0,219956.0,748.0,76.0,3.0,7.42,12.0,0.34,Master's,Full-time,Married,No,Yes,Auto,Yes,0.0
7AJIB7OTBE,29.0,34347.0,101883.0,775.0,38.0,4.0,10.81,24.0,0.32,Master's,Unemployed,Married,Yes,Yes,Education,No,1.0
ZAYOSJ4O8Z,62.0,88328.0,141206.0,771.0,9.0,4.0,12.18,24.0,0.72,High School,Self-employed,Married,No,No,Other,No,1.0
X6UGBI5732,25.0,39885.0,28001.0,600.0,79.0,2.0,15.47,60.0,0.77,Master's,Self-employed,Married,Yes,No,Education,No,1.0
DNTU3R0KM1,35.0,53864.0,187281.0,547.0,3.0,2.0,17.86,36.0,0.1,Bachelor's,Unemployed,Married,No,Yes,Education,Yes,1.0
CY1HGXKPIV,25.0,136664.0,170182.0,539.0,63.0,4.0,5.53,12.0,0.67,High School,Full-time,Single,Yes,No,Other,No,1.0
QI2X9AXB1X,39.0,133261.0,233906.0,622.0,28.0,4.0,12.36,60.0,0.11,Bachelor's,Full-time,Married,Yes,No,Other,Yes,0.0
GQBAB8B72I,54.0,93978.0,102351.0,622.0,35.0,2.0,14.4,36.0,0.37,PhD,Self-employed,Single,No,Yes,Home,No,1.0
NRW8UAWV2M,19.0,17594.0,158325.0,693.0,31.0,2.0,20.14,60.0,0.36,Master's,Full-time,Divorced,Yes,No,Auto,Yes,1.0
GWUZF5CJV9,63.0,135891.0,158148.0,546.0,47.0,1.0,12.16,48.0,0.54,PhD,Self-employed,Single,No,Yes,Business,No,0.0
0E106KSLDJ,58.0,115554.0,190795.0,504.0,14.0,3.0,20.77,60.0,0.57,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,1.0
G36VQP0AJI,36.0,52346.0,208734.0,801.0,80.0,4.0,11.12,48.0,0.88,High School,Self-employed,Married,No,Yes,Other,No,0.0
1VQOC5HGIA,20.0,131696.0,17545.0,771.0,64.0,3.0,23.38,36.0,0.55,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0.0
0RSJTIRJOW,33.0,47632.0,171087.0,594.0,34.0,2.0,17.86,60.0,0.73,Master's,Full-time,Single,Yes,Yes,Auto,Yes,0.0
M1SFPGECMJ,23.0,25611.0,71145.0,317.0,49.0,3.0,14.42,24.0,0.18,High School,Self-employed,Single,Yes,Yes,Home,Yes,1.0
X8W79XQXV7,64.0,109046.0,95854.0,482.0,13.0,4.0,23.7,48.0,0.68,Bachelor's,Self-employed,Single,No,Yes,Home,No,1.0
1QEW4WNYFI,67.0,147775.0,179909.0,479.0,2.0,4.0,14.74,12.0,0.56,High School,Full-time,Married,No,No,Home,Yes,0.0
37J0BZRVP0,69.0,81086.0,215981.0,627.0,50.0,1.0,6.11,24.0,0.16,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,0.0
87PND8IZBF,34.0,32148.0,28093.0,483.0,50.0,4.0,21.19,60.0,0.54,High School,Unemployed,Divorced,No,No,Auto,Yes,1.0
42SYVOC45L,39.0,85198.0,249707.0,715.0,89.0,4.0,8.51,60.0,0.29,Master's,Part-time,Divorced,No,Yes,Other,No,0.0
D05NVEZ9AN,31.0,89178.0,123313.0,664.0,66.0,1.0,19.51,12.0,0.54,Master's,Part-time,Divorced,No,Yes,Education,Yes,1.0
JXSNGK4BNO,44.0,124853.0,172690.0,457.0,58.0,2.0,10.89,12.0,0.28,High School,Part-time,Divorced,No,No,Auto,No,1.0
JMD4RZ3L80,24.0,108597.0,171386.0,524.0,74.0,2.0,2.13,36.0,0.15,High School,Part-time,Divorced,Yes,Yes,Home,No,0.0
5C7EO33UPI,40.0,61622.0,6801.0,549.0,47.0,1.0,12.13,48.0,0.55,PhD,Unemployed,Divorced,Yes,Yes,Auto,Yes,1.0
469F04YQI7,45.0,142785.0,128810.0,334.0,41.0,2.0,13.66,60.0,0.56,PhD,Part-time,Married,Yes,No,Business,Yes,1.0
DWYVMBSDPP,26.0,26284.0,217658.0,501.0,56.0,4.0,20.99,12.0,0.89,High School,Self-employed,Divorced,No,No,Home,Yes,1.0
OMXLOP7M41,39.0,32894.0,19637.0,823.0,86.0,1.0,16.11,48.0,0.23,Bachelor's,Unemployed,Single,No,No,Other,No,0.0
FK3T1M7DC0,20.0,60675.0,91048.0,640.0,13.0,4.0,21.7,36.0,0.24,High School,Unemployed,Married,No,No,Business,No,0.0
9M9A6DRFES,44.0,127623.0,177166.0,666.0,62.0,4.0,19.66,60.0,0.48,Master's,Unemployed,Married,No,Yes,Auto,Yes,0.0
ZJD2KOWBJB,41.0,47435.0,180477.0,578.0,13.0,4.0,18.27,36.0,0.13,High School,Self-employed,Married,Yes,No,Other,No,1.0
UOT94OGDBB,31.0,75672.0,228488.0,705.0,46.0,2.0,6.9,60.0,0.19,PhD,Self-employed,Married,No,No,Home,Yes,0.0
DNYIEMK535,57.0,126699.0,16580.0,810.0,43.0,4.0,24.1,12.0,0.82,PhD,Self-employed,Married,Yes,No,Home,Yes,0.0
0P8IA8MKHX,38.0,59616.0,184543.0,672.0,119.0,3.0,10.6,36.0,0.87,High School,Unemployed,Divorced,No,Yes,Home,No,0.0
PRSTMU7ZL5,46.0,84711.0,194567.0,487.0,13.0,1.0,16.92,60.0,0.23,Master's,Self-employed,Married,Yes,Yes,Business,No,1.0
E2S8BZXFBI,63.0,65004.0,198665.0,603.0,10.0,2.0,17.17,24.0,0.75,PhD,Full-time,Divorced,Yes,No,Business,No,1.0
44CGDMB1YN,31.0,74963.0,227717.0,586.0,113.0,1.0,23.38,36.0,0.23,PhD,Unemployed,Single,No,No,Business,No,0.0
6MCIYO7QRD,48.0,40170.0,235885.0,786.0,33.0,1.0,12.17,60.0,0.57,PhD,Unemployed,Single,Yes,No,Education,No,1.0
4FUD4LBDYL,55.0,37257.0,163049.0,751.0,5.0,1.0,20.88,60.0,0.12,Bachelor's,Full-time,Married,Yes,No,Auto,Yes,0.0
SCRK1154CD,51.0,61452.0,157944.0,386.0,119.0,3.0,18.31,36.0,0.23,Master's,Full-time,Single,Yes,Yes,Other,Yes,0.0
SGRERRY2X1,45.0,55996.0,174034.0,742.0,2.0,3.0,14.13,36.0,0.56,High School,Full-time,Married,Yes,No,Home,Yes,0.0
V8CJ6CZSL5,35.0,89114.0,67984.0,765.0,116.0,3.0,14.63,12.0,0.53,High School,Full-time,Married,Yes,Yes,Education,Yes,0.0
VPS0B8FQCC,52.0,47008.0,18545.0,362.0,81.0,3.0,17.09,24.0,0.29,Bachelor's,Part-time,Married,No,No,Education,Yes,0.0
51A8SRPJV7,58.0,91453.0,165817.0,317.0,43.0,4.0,17.23,36.0,0.51,High School,Unemployed,Single,Yes,No,Other,No,1.0
DVL3YYYPBU,63.0,72789.0,236361.0,582.0,33.0,3.0,2.7,12.0,0.31,Master's,Full-time,Married,Yes,No,Business,Yes,0.0
BY3CWQ2ZH4,47.0,140914.0,91128.0,658.0,11.0,3.0,18.71,36.0,0.61,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,0.0
4T150M36GP,18.0,92113.0,6278.0,383.0,3.0,4.0,22.78,60.0,0.54,Master's,Part-time,Single,Yes,Yes,Business,Yes,1.0
KBEXQ0ULRF,21.0,148601.0,82912.0,597.0,29.0,1.0,9.6,60.0,0.66,Master's,Self-employed,Single,Yes,Yes,Home,Yes,0.0
8DW8FPUQWC,49.0,142563.0,83623.0,710.0,5.0,1.0,14.81,36.0,0.54,Master's,Unemployed,Married,Yes,Yes,Home,No,1.0
H8CGXCOWIA,56.0,118123.0,206832.0,443.0,90.0,2.0,12.72,36.0,0.13,PhD,Full-time,Divorced,No,Yes,Home,Yes,0.0
WL6OC8QCVD,50.0,101047.0,239036.0,366.0,41.0,2.0,19.03,36.0,0.29,PhD,Full-time,Married,No,Yes,Home,No,0.0
QCIUSH8F2C,27.0,51471.0,240602.0,615.0,102.0,3.0,3.82,48.0,0.59,Master's,Part-time,Married,No,No,Business,Yes,0.0
D90322VMSP,27.0,17958.0,60951.0,818.0,33.0,4.0,23.35,12.0,0.48,Master's,Full-time,Divorced,Yes,Yes,Home,No,0.0
GG36ALV4RR,64.0,38343.0,32333.0,607.0,76.0,1.0,11.3,48.0,0.34,High School,Full-time,Divorced,No,Yes,Home,Yes,0.0
62PPBSRK43,24.0,77769.0,175120.0,738.0,66.0,4.0,10.96,36.0,0.82,PhD,Full-time,Married,Yes,No,Auto,Yes,1.0
IYOSS1T9IP,48.0,92683.0,16926.0,348.0,0.0,1.0,12.85,48.0,0.53,PhD,Full-time,Single,No,No,Education,Yes,1.0
N5TRJ1DUJW,58.0,52734.0,249767.0,357.0,72.0,2.0,17.95,24.0,0.46,High School,Unemployed,Married,No,Yes,Other,No,1.0
T5Q25O8SB2,22.0,82107.0,116011.0,828.0,84.0,4.0,20.14,48.0,0.6,Master's,Part-time,Single,No,No,Home,Yes,0.0
WVTXHUIFLJ,21.0,49990.0,146835.0,765.0,87.0,2.0,2.26,24.0,0.11,Bachelor's,Part-time,Divorced,No,No,Education,No,0.0
5LD08JTCKB,19.0,60526.0,8355.0,554.0,53.0,3.0,16.32,48.0,0.64,Master's,Part-time,Married,No,No,Business,No,1.0
APCFAT1V8K,29.0,27600.0,76659.0,616.0,63.0,4.0,20.4,60.0,0.11,PhD,Full-time,Married,No,No,Business,No,1.0
M1FBY3039S,30.0,108220.0,98566.0,523.0,44.0,2.0,5.37,36.0,0.71,PhD,Full-time,Single,No,No,Auto,No,0.0
2GOA2CHJTK,32.0,39564.0,167466.0,391.0,61.0,2.0,20.43,12.0,0.55,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,Yes,1.0
6TMQAQGMAG,67.0,31523.0,130569.0,561.0,79.0,1.0,23.77,60.0,0.39,PhD,Full-time,Divorced,No,Yes,Business,Yes,0.0
BZ3FKXA4UJ,63.0,138952.0,142644.0,674.0,32.0,2.0,7.04,12.0,0.27,High School,Part-time,Married,Yes,Yes,Business,No,0.0
D3DZ9UD6XQ,54.0,61153.0,78858.0,484.0,53.0,4.0,10.22,36.0,0.46,PhD,Self-employed,Divorced,No,No,Home,Yes,0.0
X5TXXC5V0M,19.0,134465.0,107082.0,763.0,0.0,1.0,10.86,48.0,0.84,Bachelor's,Part-time,Married,Yes,No,Other,No,1.0
D13ZH1TZ5D,26.0,107648.0,68020.0,317.0,5.0,3.0,3.91,12.0,0.63,Bachelor's,Full-time,Single,No,No,Auto,No,1.0
EGNAMP7CKO,35.0,68397.0,11871.0,342.0,39.0,4.0,2.62,36.0,0.89,Bachelor's,Self-employed,Married,No,No,Home,No,0.0
D4BJLK5P7Q,57.0,17693.0,52979.0,566.0,50.0,1.0,15.91,48.0,0.25,PhD,Self-employed,Divorced,Yes,Yes,Home,No,0.0
1HE58G8VEN,36.0,144353.0,224800.0,782.0,77.0,2.0,2.06,48.0,0.62,High School,Self-employed,Married,No,Yes,Education,Yes,0.0
T3SX9XE42Z,56.0,143112.0,222444.0,808.0,60.0,2.0,8.16,12.0,0.23,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,1.0
UVUPP93GM9,24.0,106009.0,163354.0,710.0,15.0,4.0,23.63,24.0,0.74,Master's,Part-time,Married,Yes,Yes,Other,Yes,0.0
56BUAOOOQV,56.0,76661.0,240930.0,430.0,66.0,3.0,5.92,24.0,0.57,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,0.0
61CKHOLVB7,49.0,32005.0,17471.0,739.0,38.0,1.0,14.99,60.0,0.14,Master's,Part-time,Married,No,Yes,Education,No,1.0
